ticket_type,is_recurring,business_impact_val,safety_concern,sentiment_score,issue_severity_val,issue_urgency_val,label_priority,label_source,created_at
complaint,False,medium,False,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.259165+00:00
complaint,False,medium,False,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.261105+00:00
complaint,False,medium,False,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.263381+00:00
complaint,False,medium,False,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.265355+00:00
complaint,False,medium,False,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.267422+00:00
complaint,False,medium,False,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.269426+00:00
complaint,False,medium,False,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.271412+00:00
complaint,False,medium,False,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.273668+00:00
complaint,False,medium,False,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.275629+00:00
complaint,False,medium,False,neutral,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.277678+00:00
complaint,False,medium,False,neutral,low,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.279641+00:00
complaint,False,medium,False,neutral,low,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.281730+00:00
complaint,False,medium,False,neutral,medium,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.283930+00:00
complaint,False,medium,False,neutral,medium,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.285898+00:00
complaint,False,medium,False,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.287963+00:00
complaint,False,medium,False,neutral,high,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.289930+00:00
complaint,False,medium,False,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.291986+00:00
complaint,False,medium,False,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.294146+00:00
complaint,False,medium,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.296196+00:00
complaint,False,medium,False,positive,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.298185+00:00
complaint,False,medium,False,positive,low,high,low,fuzzy_synthetic,2026-03-04T13:39:15.300150+00:00
complaint,False,medium,False,positive,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:15.302199+00:00
complaint,False,medium,False,positive,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.304373+00:00
complaint,False,medium,False,positive,medium,high,low,fuzzy_synthetic,2026-03-04T13:39:15.306412+00:00
complaint,False,medium,False,positive,high,low,low,fuzzy_synthetic,2026-03-04T13:39:15.308362+00:00
complaint,False,medium,False,positive,high,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.310408+00:00
complaint,False,medium,False,positive,high,high,low,fuzzy_synthetic,2026-03-04T13:39:15.312412+00:00
complaint,False,medium,True,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.314566+00:00
complaint,False,medium,True,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.316633+00:00
complaint,False,medium,True,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.318580+00:00
complaint,False,medium,True,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.320635+00:00
complaint,False,medium,True,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.322604+00:00
complaint,False,medium,True,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.324877+00:00
complaint,False,medium,True,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.326865+00:00
complaint,False,medium,True,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.328864+00:00
complaint,False,medium,True,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.331067+00:00
complaint,False,medium,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.333097+00:00
complaint,False,medium,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.335391+00:00
complaint,False,medium,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.337340+00:00
complaint,False,medium,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.339416+00:00
complaint,False,medium,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.341377+00:00
complaint,False,medium,True,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.343426+00:00
complaint,False,medium,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.345721+00:00
complaint,False,medium,True,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.347729+00:00
complaint,False,medium,True,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.349810+00:00
complaint,False,medium,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.351796+00:00
complaint,False,medium,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.354136+00:00
complaint,False,medium,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.356158+00:00
complaint,False,medium,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.358130+00:00
complaint,False,medium,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.360208+00:00
complaint,False,medium,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.362176+00:00
complaint,False,medium,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.364417+00:00
complaint,False,medium,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.366442+00:00
complaint,False,medium,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.368508+00:00
complaint,False,high,False,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.370512+00:00
complaint,False,high,False,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.372506+00:00
complaint,False,high,False,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.374758+00:00
complaint,False,high,False,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.376800+00:00
complaint,False,high,False,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.378909+00:00
complaint,False,high,False,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.380905+00:00
complaint,False,high,False,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.382992+00:00
complaint,False,high,False,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.385224+00:00
complaint,False,high,False,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.387266+00:00
complaint,False,high,False,neutral,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.389364+00:00
complaint,False,high,False,neutral,low,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.391356+00:00
complaint,False,high,False,neutral,low,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.393413+00:00
complaint,False,high,False,neutral,medium,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.395606+00:00
complaint,False,high,False,neutral,medium,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.397754+00:00
complaint,False,high,False,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.399742+00:00
complaint,False,high,False,neutral,high,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.401753+00:00
complaint,False,high,False,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.403847+00:00
complaint,False,high,False,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.406036+00:00
complaint,False,high,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.408150+00:00
complaint,False,high,False,positive,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.410190+00:00
complaint,False,high,False,positive,low,high,low,fuzzy_synthetic,2026-03-04T13:39:15.412294+00:00
complaint,False,high,False,positive,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:15.414305+00:00
complaint,False,high,False,positive,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.416502+00:00
complaint,False,high,False,positive,medium,high,low,fuzzy_synthetic,2026-03-04T13:39:15.418615+00:00
complaint,False,high,False,positive,high,low,low,fuzzy_synthetic,2026-03-04T13:39:15.420617+00:00
complaint,False,high,False,positive,high,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.422716+00:00
complaint,False,high,False,positive,high,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.424714+00:00
complaint,False,high,True,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.427010+00:00
complaint,False,high,True,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.429060+00:00
complaint,False,high,True,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.431068+00:00
complaint,False,high,True,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.433142+00:00
complaint,False,high,True,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.435107+00:00
complaint,False,high,True,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.437380+00:00
complaint,False,high,True,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.439402+00:00
complaint,False,high,True,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.441519+00:00
complaint,False,high,True,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.443522+00:00
complaint,False,high,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.445520+00:00
complaint,False,high,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.447854+00:00
complaint,False,high,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.449897+00:00
complaint,False,high,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.452005+00:00
complaint,False,high,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.454002+00:00
complaint,False,high,True,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.456139+00:00
complaint,False,high,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.458395+00:00
complaint,False,high,True,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.460434+00:00
complaint,False,high,True,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.462542+00:00
complaint,False,high,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.464536+00:00
complaint,False,high,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.466641+00:00
complaint,False,high,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.468828+00:00
complaint,False,high,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.470956+00:00
complaint,False,high,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.473006+00:00
complaint,False,high,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.475063+00:00
complaint,False,high,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.477214+00:00
complaint,False,high,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.479389+00:00
complaint,False,high,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.481481+00:00
complaint,True,low,False,negative,low,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.483458+00:00
complaint,True,low,False,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.485552+00:00
complaint,True,low,False,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.487630+00:00
complaint,True,low,False,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.489861+00:00
complaint,True,low,False,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.491999+00:00
complaint,True,low,False,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.494014+00:00
complaint,True,low,False,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.496113+00:00
complaint,True,low,False,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.498134+00:00
complaint,True,low,False,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.500444+00:00
complaint,True,low,False,neutral,low,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.502463+00:00
complaint,True,low,False,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.504580+00:00
complaint,True,low,False,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.506721+00:00
complaint,True,low,False,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.508748+00:00
complaint,True,low,False,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.511091+00:00
complaint,True,low,False,neutral,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.513092+00:00
complaint,True,low,False,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.515227+00:00
complaint,True,low,False,neutral,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.517260+00:00
complaint,True,low,False,neutral,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.519300+00:00
complaint,True,low,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.521620+00:00
complaint,True,low,False,positive,low,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.523638+00:00
complaint,True,low,False,positive,low,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.525764+00:00
complaint,True,low,False,positive,medium,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.527850+00:00
complaint,True,low,False,positive,medium,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.530460+00:00
complaint,True,low,False,positive,medium,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.532513+00:00
complaint,True,low,False,positive,high,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.534573+00:00
complaint,True,low,False,positive,high,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.536730+00:00
complaint,True,low,False,positive,high,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.538824+00:00
complaint,True,low,True,negative,low,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.541173+00:00
complaint,True,low,True,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.543193+00:00
complaint,True,low,True,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.545336+00:00
complaint,True,low,True,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.547433+00:00
complaint,True,low,True,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.549520+00:00
complaint,True,low,True,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.551853+00:00
complaint,True,low,True,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.553854+00:00
complaint,True,low,True,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.555960+00:00
complaint,True,low,True,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.557964+00:00
complaint,True,low,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.560126+00:00
complaint,True,low,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.562387+00:00
complaint,True,low,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.564428+00:00
complaint,True,low,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.566547+00:00
complaint,True,low,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.568540+00:00
complaint,True,low,True,neutral,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.570681+00:00
complaint,True,low,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.572927+00:00
complaint,True,low,True,neutral,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.575052+00:00
complaint,True,low,True,neutral,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.577074+00:00
complaint,True,low,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.579088+00:00
complaint,True,low,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.581243+00:00
complaint,True,low,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.583456+00:00
complaint,True,low,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.585594+00:00
complaint,True,low,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.587615+00:00
complaint,True,low,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.589696+00:00
complaint,True,low,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.591747+00:00
complaint,True,low,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.594030+00:00
complaint,True,low,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.596418+00:00
complaint,True,medium,False,negative,low,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.598640+00:00
complaint,True,medium,False,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.600941+00:00
complaint,True,medium,False,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.603055+00:00
complaint,True,medium,False,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.605647+00:00
complaint,True,medium,False,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.607902+00:00
complaint,True,medium,False,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.610074+00:00
complaint,True,medium,False,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.612524+00:00
complaint,True,medium,False,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.614878+00:00
complaint,True,medium,False,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.617592+00:00
complaint,True,medium,False,neutral,low,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.619770+00:00
complaint,True,medium,False,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.622107+00:00
complaint,True,medium,False,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.624355+00:00
complaint,True,medium,False,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.626591+00:00
complaint,True,medium,False,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.629345+00:00
complaint,True,medium,False,neutral,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.631611+00:00
complaint,True,medium,False,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.633875+00:00
complaint,True,medium,False,neutral,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.636029+00:00
complaint,True,medium,False,neutral,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.638311+00:00
complaint,True,medium,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.640736+00:00
complaint,True,medium,False,positive,low,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.642854+00:00
complaint,True,medium,False,positive,low,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.645382+00:00
complaint,True,medium,False,positive,medium,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.647701+00:00
complaint,True,medium,False,positive,medium,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.649884+00:00
complaint,True,medium,False,positive,medium,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.652134+00:00
complaint,True,medium,False,positive,high,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.654310+00:00
complaint,True,medium,False,positive,high,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.656439+00:00
complaint,True,medium,False,positive,high,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.658473+00:00
complaint,True,medium,True,negative,low,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.660605+00:00
complaint,True,medium,True,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.662809+00:00
complaint,True,medium,True,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.665027+00:00
complaint,True,medium,True,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.667105+00:00
complaint,True,medium,True,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.669234+00:00
complaint,True,medium,True,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.671256+00:00
complaint,True,medium,True,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.673480+00:00
complaint,True,medium,True,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.675571+00:00
complaint,True,medium,True,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.677657+00:00
complaint,True,medium,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.679783+00:00
complaint,True,medium,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.681792+00:00
complaint,True,medium,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.684102+00:00
complaint,True,medium,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.686098+00:00
complaint,True,medium,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.688156+00:00
complaint,True,medium,True,neutral,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.690278+00:00
complaint,True,medium,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.692299+00:00
complaint,True,medium,True,neutral,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.694567+00:00
complaint,True,medium,True,neutral,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.696553+00:00
complaint,True,medium,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.698672+00:00
complaint,True,medium,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.700692+00:00
complaint,True,medium,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.702724+00:00
complaint,True,medium,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.705069+00:00
complaint,True,medium,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.707076+00:00
complaint,True,medium,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.709285+00:00
