call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,business_impact,safety_concern,is_recurring,transcript,clean_text
IP-202511-00021,27/11/2025 3:19,tenant support,Standard,Warehouse,Tech Block,severe water flooding in the storage area,critical,medium,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: I need to report a serious issue immediately.
Tenant: I want this escalated immediately!
Tenant: We are experiencing severe water flooding in the storage area.
Tenant: water is everywhere.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","i need to report a serious issue immediately. i want this escalated immediately! we are experiencing severe water flooding in the storage area. water is everywhere. we're located in tech block, warehouse unit. this is seriously impacting our business operations. we also have safety concerns about this. i expect this to be resolved quickly."
IP-202601-00023,09/01/2026 6:18,tenant support,Standard,Warehouse,Logistics Cluster North,lighting issues in parking area,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lighting issues in parking area.
Tenant: needs to be addressed.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Great, thank you.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lighting issues in parking area. needs to be addressed. we're located in logistics cluster north, warehouse unit. great, thank you."
IP-202511-00024,03/11/2025 7:52,tenant support,VIP,Warehouse,Logistics Cluster South,lost and found item to report,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lost and found item to report.
Tenant: not urgent.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Perfect, that works for us.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lost and found item to report. not urgent. we're located in logistics cluster south, warehouse unit. perfect, that works for us."
IP-202512-00026,13/12/2025 9:05,tenant support,VIP,Office,Community Retail Strip,complete power outage affecting entire floor,critical,high,True,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is extremely frustrating.
Tenant: We are experiencing complete power outage affecting entire floor.
Tenant: all our systems are down.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, office unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I need to speak with a manager.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is extremely frustrating. we are experiencing complete power outage affecting entire floor. all our systems are down. we're located in community retail strip, office unit. this was reported last week but nothing has been done. i need to speak with a manager. this is seriously impacting our business operations. we also have safety concerns about this. i expect this to be resolved quickly."
IP-202510-00028,22/10/2025 9:29,tenant support,VIP,Warehouse,Zone B ��� SME O,parking gate malfunctioning intermittently,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: sometimes it works, sometimes it doesn't.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing parking gate malfunctioning intermittently. sometimes it works, sometimes it doesn't. we're located in zone b ��� sme offices, warehouse unit. that sounds good."
IP-202511-00030,25/11/2025 1:48,tenant support,Premium,Warehouse,Retail Plaza Central,slow internet connectivity in common areas,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing slow internet connectivity in common areas.
Tenant: this affects our work.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing slow internet connectivity in common areas. this affects our work. we're located in retail plaza central, warehouse unit. i appreciate the help."
IP-202512-00031,01/12/2025 7:06,tenant support,Premium,Warehouse,Zone B ��� SME O,elevator breakdown in multi-story unit,high,high,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: We're very disappointed.
Tenant: We are experiencing elevator breakdown in multi-story unit.
Tenant: we have mobility concerns.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: This is the third time I'm reporting this.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hi, i'm calling again about an ongoing issue that hasn't been resolved. we're very disappointed. we are experiencing elevator breakdown in multi-story unit. we have mobility concerns. we're located in zone b ��� sme offices, warehouse unit. this was reported last week but nothing has been done. this is the third time i'm reporting this. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202512-00032,25/12/2025 2:59,tenant support,Standard,Retail Store,Zone A ��� Corporate O,minor noise disturbance from nearby unit,low,low,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is the third time I'm reporting this.
Tenant: We are experiencing minor noise disturbance from nearby unit.
Tenant: it's a bit noisy.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone A ��� Corporate Offices, retail store unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I've been calling for days.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is the third time i'm reporting this. we are experiencing minor noise disturbance from nearby unit. it's a bit noisy. we're located in zone a ��� corporate offices, retail store unit. this was reported last week but nothing has been done. i've been calling for days. i expect this to be resolved quickly."
IP-202512-00033,22/12/2025 4:29,tenant support,Standard,Office,Zone B ��� SME O,severe water flooding in the storage area,critical,high,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing severe water flooding in the storage area.
Tenant: water is everywhere.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, office unit.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hello, i need to report an issue. we are experiencing severe water flooding in the storage area. water is everywhere. we're located in zone b ��� sme offices, office unit. this is seriously impacting our business operations. we also have safety concerns about this. i expect this to be resolved quickly."
IP-202512-00034,31/12/2025 6:34,tenant support,VIP,Warehouse,Tech Block,parking gate malfunctioning intermittently,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: sometimes it works, sometimes it doesn't.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing parking gate malfunctioning intermittently. sometimes it works, sometimes it doesn't. we're located in tech block, warehouse unit. thank you for your quick response."
IP-202511-00035,22/11/2025 3:12,tenant support,Standard,Office,Logistics Cluster North,minor noise disturbance from nearby unit,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing minor noise disturbance from nearby unit.
Tenant: it's a bit noisy.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Perfect, that works for us.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing minor noise disturbance from nearby unit. it's a bit noisy. we're located in logistics cluster north, office unit. perfect, that works for us."
IP-202601-00036,02/01/2026 8:50,tenant support,Premium,Warehouse,Zone A ��� Corporate O,air conditioning not cooling properly,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is the third time I'm reporting this.
Tenant: We are experiencing air conditioning not cooling properly.
Tenant: it's uncomfortable.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone A ��� Corporate Offices, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I need to speak with a manager.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is the third time i'm reporting this. we are experiencing air conditioning not cooling properly. it's uncomfortable. we're located in zone a ��� corporate offices, warehouse unit. this was reported last week but nothing has been done. i need to speak with a manager. i expect this to be resolved quickly."
IP-202512-00037,20/12/2025 7:36,tenant support,VIP,Warehouse,Logistics Cluster North,fire alarm system not functioning,critical,high,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing fire alarm system not functioning.
Tenant: we could face regulatory issues.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, warehouse unit.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hello, i need to report an issue. we are experiencing fire alarm system not functioning. we could face regulatory issues. we're located in logistics cluster north, warehouse unit. this is seriously impacting our business operations. we also have safety concerns about this. i expect this to be resolved quickly."
IP-202512-00038,26/12/2025 0:12,tenant support,Premium,Retail Store,Tech Block,loading dock gate stuck closed,high,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing loading dock gate stuck closed.
Tenant: we can't receive deliveries.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, retail store unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing loading dock gate stuck closed. we can't receive deliveries. we're located in tech block, retail store unit. this is seriously impacting our business operations. thank you for your quick response."
IP-202511-00040,01/11/2025 0:34,tenant support,VIP,Warehouse,Community Retail Strip,air conditioning completely broken during summer,high,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning completely broken during summer.
Tenant: we might need to close early.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, warehouse unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hello, i need to report an issue. we are experiencing air conditioning completely broken during summer. we might need to close early. we're located in community retail strip, warehouse unit. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202601-00041,05/01/2026 0:44,tenant support,VIP,Warehouse,Zone B ��� SME O,minor noise disturbance from nearby unit,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing minor noise disturbance from nearby unit.
Tenant: it's a bit noisy.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Great, thank you.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing minor noise disturbance from nearby unit. it's a bit noisy. we're located in zone b ��� sme offices, warehouse unit. great, thank you."
IP-202511-00042,08/11/2025 1:21,tenant support,Standard,Retail Store,Tech Block,parking gate malfunctioning intermittently,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: quite frustrating.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing parking gate malfunctioning intermittently. quite frustrating. we're located in tech block, retail store unit. that sounds good."
IP-202601-00043,13/01/2026 9:42,tenant support,VIP,Office,Zone B ��� SME O,lost and found item to report,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lost and found item to report.
Tenant: wondering if anyone reported.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing lost and found item to report. wondering if anyone reported. we're located in zone b ��� sme offices, office unit. thank you for your quick response."
IP-202511-00045,03/11/2025 1:27,tenant support,VIP,Warehouse,Zone B ��� SME O,air conditioning not cooling properly,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning not cooling properly.
Tenant: we'd like this checked.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing air conditioning not cooling properly. we'd like this checked. we're located in zone b ��� sme offices, warehouse unit. that sounds good."
IP-202601-00047,11/01/2026 0:09,tenant support,Standard,Warehouse,Logistics Cluster North,severe water flooding in the storage area,critical,medium,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing severe water flooding in the storage area.
Tenant: water is everywhere.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, warehouse unit.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: Perfect, that works for us.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing severe water flooding in the storage area. water is everywhere. we're located in logistics cluster north, warehouse unit. this is seriously impacting our business operations. we also have safety concerns about this. perfect, that works for us."
IP-202601-00048,07/01/2026 2:12,tenant support,VIP,Office,Tech Block,air conditioning completely broken during summer,high,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning completely broken during summer.
Tenant: we might need to close early.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, office unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing air conditioning completely broken during summer. we might need to close early. we're located in tech block, office unit. this is seriously impacting our business operations. i appreciate the help."
IP-202512-00049,28/12/2025 2:50,tenant support,VIP,Warehouse,Community Retail Strip,lost and found item to report,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lost and found item to report.
Tenant: wondering if anyone reported.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lost and found item to report. wondering if anyone reported. we're located in community retail strip, warehouse unit. thank you for your quick response."
IP-202512-00050,18/12/2025 4:52,tenant support,VIP,Warehouse,Tech Block,air conditioning completely broken during summer,high,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning completely broken during summer.
Tenant: it's unbearable to work.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing air conditioning completely broken during summer. it's unbearable to work. we're located in tech block, warehouse unit. this is seriously impacting our business operations. that sounds good."
IP-202510-00052,23/10/2025 3:33,tenant support,Premium,Office,Tech Block,loading dock gate stuck closed,high,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing loading dock gate stuck closed.
Tenant: we're losing business.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, office unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hello, i need to report an issue. we are experiencing loading dock gate stuck closed. we're losing business. we're located in tech block, office unit. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202601-00053,14/01/2026 3:34,tenant support,VIP,Retail Store,Community Retail Strip,cleaning services missed one day,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: not urgent.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing cleaning services missed one day. not urgent. we're located in community retail strip, retail store unit. i appreciate the help."
