ticket_id,ticket_type,ticket_details,issue_category,business_impact,safety_concern
cx03665,Inquiry,We are writing this your attending. Kindly advise us on the allow steps moving forward. We like elucidation regarding lease reclamation terms.,lease renewal terms,,
cx04620,Inquiry,"Hello, We would like clarification see coverage limitations. Kindly on the appropriate steps moving forward.",coverage limitations,,
cx00416,Complaint,"Kindly review and advise on the next steps. This has started affect our day-to-day workflow and coordination. We are writing to this to your attention. This appears to be affecting multiple areas within unit. For some time now, it has become apparent that the access control malfunction persists inside our premises.",access control malfunction,medium,False
cx00015,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the power instability persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",power instability,low,False
cx03808,Inquiry,"Good afternoon, We would like clarification storehouse usage rule. This info important intragroup preparation. rede us the steps moving forward.",storage usage rules,,
cx01217,Complaint,"Hello, For some time now, it has become apparent that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",loading dock obstruction,medium,False
cx00411,Complaint,"While this has caused minor inconvenience, operations are still We look forward to your support in resolving this. Over the past few days, we have observed that the loading dock obstruction persists within our premises. We are writing to bring this to your attention.",loading dock obstruction,low,False
cx00974,Complaint,"Hello, For some time now, it has become apparent that the staff conduct issue persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",staff conduct issue,low,True
cx00334,Complaint,"Over the past few days, we have observed that the access control malfunction persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",access control malfunction,low,False
cx00456,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the power instability persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",power instability,low,False
cx03898,Inquiry,"hullo, We would like elucidation regarding lease renewal terms. Kindly advise on the appropriate steps moving forward.",lease renewal terms,,
cx03146,Inquiry,charitable rede us on the appropriate steps moving forward. would like elucidation see net provider policy. This info important our internal planning. We are writing to bring this to attention.,internet provider policies,,
cx00930,Complaint,"During our regular operations, we identified that the billing discrepancy persists within our premises. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",billing discrepancy,high,True
cx00842,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the access control malfunction persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We trust this can be addressed promptly.",access control malfunction,low,False
cx01165,Complaint,"We look forward to your support in resolving this. late, our team noticed that the unauthorized entry persists within our premises. There have been delays routine activities.",unauthorized entry,medium,False
cx03839,Inquiry,This information is important for our intragroup planning. We would like clarification see internet provider policies. charitable us the allow steps moving forward.,internet provider policies,,
cx01014,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the unauthorized entry persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. Kindly review and advise on the next steps.",unauthorized entry,low,False
cx04402,Inquiry,We would like elucidation regarding installation reservation. Kindly rede us on the appropriate stairs travel forward.,facility reservation,,
cx01427,Complaint,"Good afternoon, For some time now, it become apparent that the power instability predominate inside our premises. The issue seems more detectable peak hours. Operational efficiency has been noticeably impact. We look forward to support in this.",power instability,medium,False
cx04547,Inquiry,We would like clarification regarding visitor entree protocol. This information is important for our intragroup rede us on the steps moving forward.,visitor access protocol,,
cx00681,Complaint,"During our regular operations, identified that the noise disturbance prevail within our premises. We this can be addressed quickly. It is isolated to a single occurrence. We are authorship to bring this to your attention. Operational efficiency has been noticeably impacted.",noise disturbance,medium,False
cx03626,Inquiry,"Good afternoon, would like clarification see insurance documentation. rede us on the allow steps moving forward.",insurance documentation,,
cx02628,Complaint,"Good afternoon, Over the past few days, we have detect that the fire alarm fault within our premises. This to be multiple areas within the As a result, our operations have come to a halt. We would appreciate your aid resolving this",fire alarm fault,high,True
cx00496,Complaint,"Hello, During our regular operations, we identified that the internet disruption persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",internet disruption,low,False
cx02140,Complaint,"The wallop has been manageable so far. The issue seems more detectable during peak hours. We hope you are doing well. We would appreciate your assistance in resolving this For some time now, it has become apparent that the lighting failure persists inside premise.",lighting failure,low,False
cx02665,Complaint,"Good afternoon, During our regular operations, we identified that the fire alarm fault persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",fire alarm fault,high,False
cx00619,Complaint,"Recently, our team noticed that the server room overheating persists within our premises. There have been delays in routine activities. Kindly review and advise on the next steps.",server room overheating,medium,True
cx04418,Inquiry,"hullo, We would elucidation regarding service apprehensiveness detail. rede on allow stairs moving forward.",service agreement details,,
cx02929,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. Kindly review and advise on the next steps.",delivery delay,low,True
cx00727,Complaint,"During our regular operations, we identified that the fire alarm fault persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",fire alarm fault,medium,True
cx02243,Complaint,"Over the past few days, we have observed that the loading dock obstruction persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",loading dock obstruction,low,False
cx02262,Complaint,"There have been delays in routine activities. We look forward to your support in resolving this. This appears to be affect multiple areas within the unit. Hello, Over the past few days, we have detect that the unauthorised entry persists inside our premises.",unauthorized entry,medium,False
cx03829,Inquiry,We would like elucidation regarding coverage rede us on the appropriate stairs forward.,coverage limitations,,
cx04307,Inquiry,This information is important for our internal planning. charitable advise us on the appropriate steps moving We would like elucidation see lease renewal,lease renewal terms,,
cx02800,Complaint,"We would appreciate your assistance in resolving this matter. The status resolved despite initial adjustment. have been delays in routine activities. During our operations, we identify that the staff issue prevail within our premises.",staff conduct issue,medium,False
cx04356,Inquiry,inspection timeline. Kindly us on the steps forward.,inspection timeline,,
cx03204,Inquiry,would like elucidation regarding inspection timeline. This information is significant for our internal planning. We are writing to this to your attending. Kindly advise us on the appropriate traveling forward.,inspection timeline,,
cx02097,Complaint,"For some time now, it has become apparent that the server room overheating persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",server room overheating,high,False
cx01693,Complaint,"hullo, our regular operations, we identified that the security concern persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, still on-going. We would prize your assistance in resolving this matter.",security concern,low,False
cx04416,Inquiry,Kindly advise us on the allow stairs moving forward. We would like clarification regarding unit expansion options. We are writing to bring this to your attention.,unit expansion options,,
cx03347,Inquiry,"This information is important for our intragroup planning. Hello, We would like elucidation regarding installation reservation. Kindly advise us the stairs travel forward.",facility reservation,,
cx00274,Complaint,"Good afternoon, For some time now, it has become apparent that the elevator outage persists within our premises. There have been delays in routine activities. We trust this can be addressed promptly.",elevator outage,medium,False
cx01446,Complaint,"During our regular operations, we identified that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,True
cx00917,Complaint,"Good afternoon, For some time now, it has become apparent that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",lighting failure,high,False
cx00948,Complaint,"Good afternoon, Recently, our team noticed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We look forward to your support in resolving this.",cleaning deficiency,low,False
cx02647,Complaint,"Recently, our team noticed that the maintenance backlog persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",maintenance backlog,low,False
cx02983,Complaint,"Good afternoon, During our regular operations, we identified that the maintenance backlog persists within our premises. There have been delays in routine activities. Kindly review and advise on the next steps.",maintenance backlog,medium,False
cx02945,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the parking allocation issue persists within our premises. As a result, our operations have come to a halt. We look forward to your support in resolving this.",parking allocation issue,high,False
cx03449,Inquiry,We hope you doing We would like clarification regarding approval guideline. Kindly us on the appropriate steps travel forward.,signage approval guidelines,,
cx01730,Complaint,"We are to bring this to your For some time now, it has become evident that the security concern persists within our premises. It is not isolated to occurrence. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next stairs.",security concern,low,False
cx03829,Inquiry,We would like elucidation see coverage rede us on the appropriate forward.,coverage limitations,,
cx00856,Complaint,"We hope you are doing well. For some time now, it has become apparent that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",lighting failure,low,False
cx04547,Inquiry,"benevolent advise us on the appropriate steps travel forward. This info is important for our planning. Hello, We would like clarification see access protocol.",visitor access protocol,,
cx00200,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",lighting failure,medium,True
cx00875,Complaint,"We hope you are doing well. Over the past few days, we have observed that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",maintenance backlog,high,True
cx00577,Complaint,"hope you are doing well. We would appreciate your aid in resolving this matter. Over the past days, we observed that load dock persists within our premises. has to impact our day-to-day workflow coordination.",loading dock obstruction,medium,False
cx00993,Complaint,"Hello, late, our team noticed that the security concern persists within our premises. We trust this can be address promptly. There have been delays in routine activity.",security concern,medium,False
cx04613,Inquiry,charitable us on the allow stairs moving forward. This information is important our internal preparation. We would like elucidation see lease renewal terms. We are writing to convey this to your attention.,lease renewal terms,,
cx04462,Inquiry,We would like clarification regarding reclamation deadline. rede on the let stairs travel forward. This information is important for our internal planning. We are to bring this your attention.,renewal deadlines,,
cx00040,Complaint,"We trust this can be addressed quickly. It is not isolated to a single occurrence. Good afternoon, During habitue operations, we identify that the loading dock obstructor persists within our premises. There have been delay in act activities.",loading dock obstruction,medium,False
cx02631,Complaint,"Over the past few days, we have observed that the delivery delay persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We trust this can be addressed promptly.",delivery delay,medium,False
cx04429,Inquiry,We like clarification see redevelopment blessing process. benevolent advise us travel forward.,renovation approval process,,
cx01179,Complaint,"This has started to impact our daily workflow and coordination. We are authorship to bring this to your attending. The condition has not resolved despite initial adjustment. Over the past few days, we have observed that the lighting failure persists within our premises. We would appreciate your assistance in resolving this matter.",lighting failure,medium,False
cx02326,Complaint,"Over the past few days, we have detect that the billing discrepancy persists within premises. As a our operations have to a halt. We hope you are doing well. The status has not decide despite initial adjustments. Kindly review and advise the next steps.",billing discrepancy,high,False
cx00679,Complaint,"would appreciate your aid in resolving this matter. The condition has not resolved despite initial adjustments. Good afternoon, Over past few days, observed that the server room overheating persists within our premises. While this has child inconvenience, operation are still on-going.",server room overheating,low,False
cx03772,Inquiry,"Hello, We would like clarification see renovation approval process. This information is important for our intragroup planning. Kindly advise us on the allow steps moving forward.",renovation approval process,,
cx00059,Complaint,"Recently, our team detect that the server room overheating persists inside our premises. Operational efficiency has been noticeably impacted. This appears to be affecting multiple area within the unit. We look forward to your support resolving this.",server room overheating,medium,False
cx01956,Complaint,"Operational efficiency been noticeably impact. We look forward to your support in resolving this. During our regular operations, we identified that the parking allocation issue persists within our premises. hope you are make well.",parking allocation issue,medium,False
cx04432,Inquiry,"This information is important for our internal preparation. Kindly advise us on appropriate steps travel forward. Good afternoon, We would like elucidation regarding coverage restriction.",coverage limitations,,
cx04307,Inquiry,This info is important for our internal preparation. We like elucidation regarding lease renewal terms. charitable rede us on the appropriate stairs forward.,lease renewal terms,,
cx04983,Inquiry,We would like clarification regarding unit expansion options. Kindly advise us on the appropriate steps travel forward.,unit expansion options,,
cx01439,Complaint,"Operational efficiency has been noticeably impact. We hope you are make well. We would appreciate your assistance in this affair. For some time now, it has become apparent that the scheme malfunction persists inside our premises. It not isolated to a single occurrence.",HVAC system malfunction,medium,False
cx04923,Inquiry,We would like elucidation regarding review timeline. Kindly advise us the let steps moving forward.,inspection timeline,,
cx02718,Complaint,"Good afternoon, Recently, our team noticed that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We trust this can be addressed promptly.",delivery delay,medium,True
cx02180,Complaint,"Recently, our team noticed that the access control malfunction persists within our premises. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",access control malfunction,high,False
cx02144,Complaint,"Hello, During our regular operations, we identified that the server room overheating persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",server room overheating,medium,True
cx02343,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. We look forward to your support in resolving this.",elevator outage,low,False
cx01268,Complaint,"Hello, Recently, our team noticed that the noise disturbance persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",noise disturbance,medium,False
cx02890,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the fire alarm fault persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",fire alarm fault,high,False
cx03192,Inquiry,We would like see internet provider benevolent rede us on the appropriate steps,internet provider policies,,
cx01103,Complaint,"Good afternoon, Over the past few days, we have observed that the fire alarm fault persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",fire alarm fault,medium,False
cx00147,Complaint,"Hello, During our regular operations, we identified that the server room overheating persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",server room overheating,medium,False
cx03324,Inquiry,information is important for our intragroup planning. Kindly advise us on the allow steps travel forward. We hope you are doing well. would like elucidation regarding internet provider policy.,internet provider policies,,
cx04480,Inquiry,We would like clarification regarding visitant access protocol. Kindly rede on the appropriate steps moving forward.,visitor access protocol,,
cx01261,Complaint,"The condition has not resolved despite initial adjustments. We would appreciate your in resolution this matter. During our regular operations, we identified that the billing discrepancy persists within our premises. Operational efficiency has been noticeably impact.",billing discrepancy,medium,False
cx00920,Complaint,"The break cadaver limited this phase. For some time now, it has go apparent that the server room overheating persists within our The issue seems more noticeable during peak hour. We would appreciate your assistance in resolving this matter. We hope you are doing well.",server room overheating,low,False
cx02561,Complaint,"Hello, For some time now, it has become apparent that the noise disturbance persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",noise disturbance,low,False
cx04538,Inquiry,"hullo, would clarification regarding invoice clarification. benevolent advise the let steps moving",invoice clarification,,
cx03626,Inquiry,"afternoon, would like elucidation regarding documentation. Kindly rede us on the appropriate steps forward.",insurance documentation,,
cx01111,Complaint,"would appreciate your assistance in this affair. While this has caused minor inconvenience, operations are hush on-going. hope you are doing well. During our habitue operations, that the security concern inside our premises.",security concern,low,False
cx01105,Complaint,"Hello, Over the past few days, we have observed that the delivery delay persists within our premises. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",delivery delay,medium,False
cx00552,Complaint,"While this has caused child inconvenience, operations are still ongoing. Good afternoon, Recently, our team noticed that the load dock obstruction persists within our premises. We trust this can be address promptly.",loading dock obstruction,low,False
cx04418,Inquiry,We would like clarification service agreement details. charitable rede on the allow moving forward.,service agreement details,,
cx00215,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",unauthorized entry,low,False
cx03929,Inquiry,We are writing to bring this to your attention. We would like clarification regarding coverage limitations. Kindly advise us on the appropriate steps moving forward.,coverage limitations,,
cx02079,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",unauthorized entry,medium,False
cx02938,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the maintenance backlog persists within our premises. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,False
cx03772,Inquiry,"hullo, We would like clarification regarding renovation process. advise us on the allow steps travel forward. This info is important for our intragroup planning.",renovation approval process,,
cx03677,Inquiry,charitable rede us on the allow steps travel forward. We would like clarification see compliance procedure. This information is important for our internal planning.,compliance procedures,,
cx03901,Inquiry,"charitable advise us on the appropriate steps travel forward. Hello, We would like clarification regarding procedures. This information is important our internal planning.",compliance procedures,,
cx02643,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",delivery delay,high,True
cx00568,Complaint,"Hello, Recently, our team noticed that the noise disturbance persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",noise disturbance,medium,True
cx01930,Complaint,"It is not isolated to a single occurrence. Operational efficiency has been impact. During our regular operation, we identified that the unauthorized entry within our premise. We this can be addressed promptly.",unauthorized entry,medium,False
cx00517,Complaint,"Over the past few days, we have observed that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. We trust this can be addressed promptly.",billing discrepancy,low,False
cx04381,Inquiry,We would like clarification regarding storage usage rules. This information is important for our internal We are writing bring this to your charitable advise us on the appropriate steps moving forward.,storage usage rules,,
cx02856,Complaint,"Hello, Over the past few days, we have observed that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",lighting failure,low,False
cx01579,Complaint,"We hope you are doing well. Recently, our team noticed that the billing discrepancy persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",billing discrepancy,medium,False
cx01705,Complaint,"It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter. Hello, For some time now, it has become apparent that parking allocation issue persists within our premises.",parking allocation issue,medium,False
cx01352,Complaint,"Hello, Recently, our team noticed that the parking allocation issue persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",parking allocation issue,medium,False
cx01153,Complaint,"Recently, our team noticed that the plumbing blockage persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",plumbing blockage,medium,True
cx01190,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the fire alarm fault persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",fire alarm fault,high,False
cx00432,Complaint,"Good afternoon, Over the past few days, we have observed that the server room overheating persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",server room overheating,medium,False
cx02287,Complaint,"The condition has not resolved initial adjustments. While this has caused inconvenience, operations are still ongoing. We are writing to bring this to your attention. Kindly review and on the next steps. late, our team detect that the staff conduct issue persists within our premises.",staff conduct issue,low,False
cx00905,Complaint,"Hello, late, our team noticed that the access control malfunction predominate our premise. This has to impact our daily workflow and We would appreciate your assistance in resolving this matter.",access control malfunction,medium,False
cx00142,Complaint,"It is not isolate to a single occurrence. We trust this can be addressed quickly. We are currently unable to continue normal business activity. Over the past few days, we have observed that the security concern persists within our premises.",security concern,high,False
cx00351,Complaint,"We hope you are doing well. Over the past few days, we have observed that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We look forward to your support in resolving this.",lighting failure,medium,False
cx02737,Complaint,"We hope you are doing well. Over the past few days, we have observed that the billing discrepancy persists within our premises. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",billing discrepancy,medium,False
cx02962,Complaint,"Good afternoon, During our regular operations, we identified that the cleaning deficiency persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",cleaning deficiency,high,True
cx01920,Complaint,"Good afternoon, During our regular operations, we identified that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We look forward to your support in resolving this.",fire alarm fault,low,False
cx01980,Complaint,"For some time now, it has become apparent that the security concern persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",security concern,low,False
cx02511,Complaint,"During our regular operation, we identified that the persists within our piece this cause minor inconvenience, operations are still ongoing. We trust this be addressed",delivery delay,low,False
cx01978,Complaint,"Hello, During our regular operations, we identified that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",HVAC system malfunction,medium,False
cx00499,Complaint,"Hello, For some time now, it has become apparent that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We look forward to your support in resolving this.",HVAC system malfunction,low,False
cx04620,Inquiry,"hullo, We would like clarification coverage limitations. Kindly on the appropriate steps moving",coverage limitations,,
cx04729,Inquiry,We would like clarification regarding invoice clarification. Kindly advise us on the appropriate steps moving forward.,invoice clarification,,
cx00679,Complaint,"would prize your assistance in resolving this matter. piece this has cause minor inconvenience, operation are still ongoing. Good afternoon, Over past few days, we observed that the waiter room overheating persists within our premises. The condition has not resolved despite initial adjustments.",server room overheating,low,False
cx01455,Complaint,"We hope you are doing well. Recently, our team noticed that the power instability persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",power instability,high,True
cx02488,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",internet disruption,medium,False
cx00998,Complaint,"Hello, Recently, our team noticed that the maintenance backlog persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",maintenance backlog,medium,False
cx03829,Inquiry,We would like clarification regarding coverage limitations. Kindly advise on the appropriate stairs moving forward.,coverage limitations,,
cx01158,Complaint,"We hope you are doing well. Over the past few days, we have observed that the maintenance backlog persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",maintenance backlog,high,False
cx01298,Complaint,"During our regular operations, we identified that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We trust this can be addressed promptly.",internet disruption,medium,True
cx00762,Complaint,"Good afternoon, Recently, our team noticed that the server room overheating persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",server room overheating,low,False
cx00596,Complaint,"While this has caused child incommodiousness, operation are still ongoing. During our regular operations, we identified that the internet persists our premises. review and advise on the steps. The condition has resolved contempt initial adjustments. We you are doing well.",internet disruption,low,False
cx00601,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the billing discrepancy persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We trust this can be addressed promptly.",billing discrepancy,low,False
cx00693,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the water leakage persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",water leakage,low,False
cx00241,Complaint,"This has severely disrupted functional persistence. It is not to a single occurrence. We would appreciate your assistance in this matter. late, team detect that the billing disagreement persists within our premises.",billing discrepancy,high,False
cx02268,Complaint,"Good afternoon, Over the past few days, we have observed that the fire alarm fault persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx01463,Complaint,"Hello, During our regular operations, we identified that the unauthorized entry persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",unauthorized entry,low,False
cx01473,Complaint,"We trust this can be addressed promptly. This appears to be affecting multiple areas within the unit. During our regular operations, we identified that the loading dock obstruction persists within our premises. We are currently unable to normal business activities.",loading dock obstruction,high,False
cx01406,Complaint,"Good afternoon, During our regular operations, we identified that the cleaning deficiency persists within our premises. This has started to affect our daily workflow and coordination. can be addressed promptly.",cleaning deficiency,medium,False
cx01535,Complaint,"Over the past few days, we have observed that the delivery delay persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",delivery delay,low,False
cx00028,Complaint,"Hello, For some time now, it has become apparent that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",noise disturbance,high,False
cx01981,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the access control malfunction persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We look forward to your support in resolving this.",access control malfunction,low,False
